id,objet,adrs,dept,region,social_object1_libelle,titre,facebook_url,helloasso_url
W913004403,"créer une solidarité fraternelle et amicale pouvant constituer le vivier d'un développement socio-économique et culturel de la société civile en France et au Cameroun ; promouvoir l'exploitation et l'utilisation des ressources locales, réaliser des projets et mini projets innovants et axés sur les besoins locaux, créer une synergie du savoir faire et des compétences de ses membres au service des populations locales ; la réussite de ses activités ne saurait se faire sans un apport financier, c'est pour cette raison que l'association s'engage à ce que toute activité économique liée à l'association soit à but non lucratif",1 residence du vallon 91120 palaiseau,Essonne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),SYNERGY FOR DEVELOPMENT (SYDEV),https://www.facebook.com/synergy4dev,not found
W913004977,"aide à la santé, aide à l'éducation, aide à l'insertion des enfants n'ayant pas accès à l'éducation ; cette aide étant particulièrement destinée aux enfants situés dans les villages ruraux du Cameroun",28 rue courdimanche 91940 les ulis,Essonne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),LES ENFANTS DE MAMIE JEANNE D'ARC,not found,not found
W913005390,"rassembler tous les ressortissants Bakoko Rive Gauche Sanaga -Maritime de l'Europe, apporter une assistance morale, matérielle et culturelle aux ressortissants de la Rive Gauche Sanaga -Maritime d'Europe confrontés à d'éventuelles difficultés, intervenir dans les domaines de la pauvreté,de l'accueil des exclus, de la santé , des personnes âgées, des minorités, de la prévention ainsi que de l'enfance, de la jeunesse et des loisirs, aider au développement des cantons Bakoko  Rive Gauche Sanaga-Maritime (au Cameroun), à l'amélioration des conditions de soins de santé et permettre l'éducation pour tous",44 rue pierre mendes france 91700 sainte-genevieve-des-bois,Essonne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION D'ENTRAIDE DES RESSORTISSANTS BAKOKO RIVE GAUCHE SANAGA-MARITIME DE FRANCE (A.E.R.B.R.G.S.M),not found,not found
W913006657,La restauration de la concession forestière de Campo Sud (Cameroun) par l'introduction d'activités alternatives à la coupe du bois.,24 rue de courdimanche 91940 ulis,Essonne,Île-de-France,ENVIRONNEMENT/  CADRE DE VIE,ASSOCIATION POUR LA GESTION DURABLE DE LA FORÊT DE CAMPO,not found,not found
W913006819,créer un réseau d'anciens Prépavogtois ayant un impact sur la scène nationale et internationale ; contribuer au développement et à l'émergence de ses membres ; être utile à ceux désirant rentrer au Cameroun ; apporter un lien d'échange et de partage entre les Prépavogtois et ex-Prépavogtois ; participer a l'orientation scolaire et professionnelle des Prépavogtois ; bâtir un héritage pour les générations futures,7 rue victor basch 91300 massy,Essonne,Île-de-France,ÉDUCATION  FORMATION,PREPAVOGT ALUMNI,https://www.facebook.com/anciensprepavogt/,https://www.helloasso.com/associations/prepavogt-alumni
W913007692,"apporter un soutien moral, matériel et financier aux jeunes défavorisés, aux personnes en situation de précarité et aux malades à travers des structures sociales existantes dans la région de l'ouest Cameroun telles que (hôpitaux, orphelinats, écoles, centres d'insertion, associations sportives...) et aussi la construction des centres socio-éducatifs",5 rue du plateau 91700 sainte-genevieve-des-bois,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION DES ANCIENS FOOTBALLEURS ET SYMPATHISANTS DE L'OUEST-DIASPO (AAFSO DIASPO),not found,not found
W913007767,"aider à la réalisation de projets de développement en France comme au Cameroun dans le champ économique, social, médical ou culturel ;
soutenir des projets collectifs en lien avec la population et plus particulièrement des groupes de femmes, dont l'intérêt est reconnu par l'ensemble des adhérents ;
promouvoir, faciliter et encadrer les initiatives favorisant le développement communautaire;
cultiver et consolider les liens de fraternité, de solidarité, d'assistance et d'entraide entre membres;
Exercer des activités économiques telles que la vente de produits, de services ou de prestations",12 rue du chateau d eau 91630 marolles-en-hurepoix,Essonne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ONLYUS,https://www.facebook.com/AssociationOnlyUs/,https://www.helloasso.com/associations/only-us
W913007853,"cette association crée à la mémoire de Mbepib Thérèse décédée en début d'année 2017,  a pour objet de promouvoir la solidarité sous toutes ses formes notamment en développant des activités de prévention, de formation et d'animation à caractère culturel, sportif et social en direction des jeunes et des familles camerounaises défavorisées plus précisément au sein des villages de l'ouest ( Dschang, Bafou
)
les moyens d'actions de l'association sont :
-	la création, la gestion, l'animation et le développement d'uvres d'entraide et d'assistance fondées sur des principes identitaires tant pour les enfants, les jeunes, les familles que les personnes âgées ;
-	intervenir dans les domaines de la pauvreté, de l'accueil des exclus, de la santé, des personnes âgées, des minorités, de la prévention ainsi que de l'enfance, de la jeunesse et des loisirs ;
elle organise notamment, sans but lucratif",8 rue de la perouse 91300 massy,Essonne,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION DES PETITS ENFANTS MBEPIB,https://www.facebook.com/AssociationPEA/,https://www.helloasso.com/associations/association-de-defense-des-droits-des-enfants-places-et-de-leur-famille
W913007897,"faciliter l'intégration des citoyens à dimension internationale dans une dynamique sociale, culturelle, sportive en favorisant leur épanouissement.
Elle a pour ambition de lutter contre l'exclusion sociale particulièrement des enfants et des personne âgées.
Elle a pour objectif de créer des espaces d'accueil pour les enfants et les jeunes au Cameroun, des services d'assistances aux personnes âgées en situation de dépendance ou non, en valorisant le bien vieillir chez soi en France et au Cameroun, des forums de maillages associatifs, de réseaux de partenaires, de sponsoring et de coopération internationale humanitaire, développant un vivier d'acteurs autour de l'environnement, lécologie etc",28 rue toulouse lautrec 91300 massy,Essonne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION DE DÉVELOPPEMENT INTERNATIONAL POUR LA VALIDITÉ DES ACTIONS SOCIALES,not found,https://www.helloasso.com/associations/association-de-developpement-international-pour-la-vitalite-des-actions-sociales
W913008516,"rassembler tous les ressortissants de la ville de Njombé résidants hors du Cameroun afin de promouvoir la solidarité sous toutes ses formes notamment en développant des activités de prévention, de formation et d'animation à caractère culturel, sportif et social en direction des jeunes et de la famille ; concevoir les projets d'amélioration des conditions de vie de la population de Njombé et chercher des financements ; promouvoir les partenariats entre la commune de Njombé au Cameroun avec les organismes non gouvernementales et les autres villes de par le monde",3 allee louise bruneau 91120 palaiseau,Essonne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),NJOMBE DIASPORA,not found,not found
W913012406,"mener des actions sociales et humanitaires visant à lutter contre l'exclusion, la solitude et la pauvreté en France et dans le monde ; elle se propose de : exercer la solidarité auprès des personnes exclues ou vivant dans une situation de précarité ; contribuer à l'amélioration de conditions de vie des populations au Cameroun ; soutenir et pratiquer l'entraide entre les adhérents en mettant en place des temps de partages, de convivialité et d'échanges entre adhérents et sympathisants afin de garder les liens d'amitié et de fraternité",6 allee charles gounod 91310 longpont-sur-orge,Essonne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),LES BÂTISSEURS,not found,not found
W913012835,"cette association a pour objet : entraide, solidarité, aide aux projets dans le département de l'océan (CAMPO Cameroun)",13 rue helene boucher 91420 morangis,Essonne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),IYASSA DJA MOUNDJA,https://www.facebook.com/Association-Iyassa-Dja-Moundja-100381765102406/,not found
W913012931,"promouvoir la culture Bamendjou - Cameroun
développer un sens de solidarité
développer un sens d'entraide mutuelle entre les membres
de rassembler tous les ressortissants et les sympathisants TOUM-MEKANG au sein d'une même association afin de promouvoir les oeuvres d'utilité publique TOUM-MEKANG (tous quartiers de la localité après la rivière Mekang à Bamendjou venant de la chefferie)",clos nollet 91200 athis-mons,Essonne,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,TOUM-MEKANG FRANCE,not found,not found
W913012975,"le sujet n'est pas épuisé ; oui, la condition des femmes est toujours à remettre en question ; En Afrique, particulièrement au Cameroun, le processus de développement est influencé par des traditions fortes ; La place de la femme dans la société diffère quelque peu selon la catégorie sociale ou la région ; Il n'en demeure pas moins qu'elle éprouve généralement plus de difficultés à s'intégrer sur le marché du travail ;
Le niveau de vie dépend du statut social et donc du type d'emploi occupé ; De ce fait, il est évident que le phénomène de pauvreté touchera plus particulièrement les femmes ;
 Elles sont affectées par le chômage plus que les hommes : sur 1000 femmes, 45 sont au chômage tandis que pour 1000 hommes 31 sont au chômage ;
L'objectif donc de l'association est de créer une dynamique pour faire émerger de nouveaux emplois dans la pisciculture, l'agriculture et la transformation de nos produits et ceci de façon locale et avec des techniques modernes et innovantes ;
Notre vision du développement met la femme au centre et a un impact sur trois axes :
Social, économique et éducatif",6 allee helene carrere d encausse 91220 bretigny-sur-orge,Essonne,Île-de-France,INTERVENTIONS SOCIALES,AWU'TE-MENZWI,not found,not found
W913013019,"recueillir, héberger et donner une éducation aux enfants de 3 à 6 ans jusqu'à leur majorité qui est de 21 ans ;
Contribuer à l'orientation et accompagnement  de jeunes filles, plus particulièrement de filles mères isolées en vue d'une réinsertion social professionnel ;",15 avenue des champs lasniers 91940 ulis,Essonne,Île-de-France,INTERVENTIONS SOCIALES,ASSOCIATION COUP - DE POUCE - RURAL ET CITADIN ( A.C.P.R.C ) DU CAMEROUN,https://www.facebook.com/Association-coup-de-pouce-rural-et-citadin-du-Cameroun-112122330622642/,https://www.helloasso.com/associations/coup-de-pouce-rural-et-citadin-du-cameroun
W913013691,"restaurer l'écosystème ; Promouvoir les nouvelles techniques de reboisement (SEED BALL) ; Implémenter la règle des 3R (Réduire, Réutiliser et Recycler) en intégrant des déchets comme objets de développement au Cameroun ; Sensibiliser et éduquer les populations à l'économie circulaire et aux énergies renouvelables ; Organiser les journées de ramassage et de tri des ordures ; Promouvoir l'agriculture biologique et les constructions écologiques ; Formation de Green Agents ; Assister les personnes sinistrées et necessiteuses  ; Promouvoir la solidarité et la richesse culturelle Africaine en France ;",6 residence les fraisiers 91940 ulis,Essonne,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),GREEN LIFE AGENTS,https://www.facebook.com/GreenLifeAgents/,not found
W913013692,"susciter auprès des population africaines et Camerounaise du principe démocratique, de promouvoir l'idée d'un république démocratique et l'amplification de la participation des populations à la gestion du bien public ;
Promouvoir la paix sociale et la responsabilité politique des citoyens, divulguer les connaissances des sciences politiques au population pour qu'est soit apte à comprendre les enjeux des décisions politiques, promouvoir le respect de la constitution et tous les textes de lois qui organisent le fonctionnement de l'état, promouvoir le vivre ensemble",11 rue d estienne d orves 91220 bretigny-sur-orge,Essonne,Île-de-France,ACTIVITÉS POLITIQUES,CAP2025,not found,not found
W921000430,"participer activement à la lutte contre le sous-développement en Afrique et plus particulièrement au Cameroun à travers des actions d'envergure dans divers secteurs tels que l'éducation, l'entraide, la santé, le sport ou les nouvelles technologies",5 rue jean longuet 92290 chatenay-malabry,Hauts-de-Seine,Île-de-France,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,TOGETHER WE CAN  ALLCAMERS,not found,not found
W921000679,soutenir la candidature de Monsieur Albert Léopold Ebene à l'Election Présidentielle au Cameroun,17 square schoelcher 92220 bagneux,Hauts-de-Seine,Île-de-France,ACTIVITÉS POLITIQUES,CAMELECTION,not found,not found
W921001970,"création et consolidation des relations d'amitié et de fraternité entre les notables batchingou de la diaspora, contribution au développement de Batchnigou et de sa chefferie, village de l'Ouest Cameroun, promotion de la culture Batchingou et la tradition bamiléké en Europe",2 rue moulin blanchard 92220 bagneux,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),CONSEIL DES NOTABLES BATCHINGOU D'EUROPE,not found,not found
W921002952,"permettre au sein d'un dispensaire basé à Nyaho Cameroun, l'accès aux soins médicaux aux populations les plus démunis",12 cour1 jean gabin 92160 antony,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASMA ACCES AUX SOINS MEDICAUX EN AFRIQUE,not found,not found
W921003575,"réunir tous les ressortissants Bafaw résidant en France pour promouvoir l'amitié et la solidarité entre elles, aussi pour le développement socio-culturelle et économique du département du Mémé au Cameroun, d'où on vient",42 rue jean longuet 92220 bagneux,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION BAFCUDA FRANCE,not found,not found
W921003680,"montrer la richesse de la culture africaine, développer les échanges interculturels, soutenir l'éducation en Afrique, plus particulièrement au Cameroun",3 avenue raymond aron 92160 antony,Hauts-de-Seine,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,LE COLLECTIF SAWA AFRIQUE,not found,not found
W921004194,"Unir, chanter des louanges, organiser des représentations, cérémonies, dans le cadre religieux, informer et former tous les hommes et femmes pour témoigner de la parole sainte, assister les membres adhérents et sympathisants dans la détresse,comme dans la joie, agir ensemble pour une bonne image et une meilleure relation entre les membres ; oeuvrer pour la bonne marche de l'Eglise Evangélique du Cameroun-Section France, chanter dans une vision évangélique, pour l'amour, la paix, le bien-être social, économique, culturel et spirituel",17 square victor schoelcher 92220 bagneux,Hauts-de-Seine,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,CHORALE VOIX D'ARCHANGES (USCAM),https://www.facebook.com/cva200/,not found
W921004269,"participer à la vie économique, sociale et culturelle de Bana Bah Oroko, établir l'unité et la solidarité parmi la communauté de Bana Bah Oroko, préserver et promouvoir les valeurs culturelles, faire connaître le projet développement de Bana Bah Oroko à la communauté internationale, promouvoir activement l'éducation et le développement économique pour les gens de Bana Bah Oroko en France et au Cameroun, promouvoir la langue française dans la communauté de Bana Bah Oroko au Cameroun, afin de promouvoir la conscience et de la solidarité nationale et mondiale",35 boulevard ornano 75018 paris,Paris,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),BANA BAH OROKO FRANCE (BBO),not found,not found
W921005340,"faire connaitre diverses origines culturelles Antilles,Cameroun au travers des arts suivants,danse,chant,création de costumes traditionnels spectacles et initiations aux jeunes à ces formes d'arts",4 residence du port galand 92220 bagneux,Hauts-de-Seine,Île-de-France,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,RACINETHER,not found,not found
W921008991,promouvoir la solidarité et valeurs d'amitié ; fraternité excellence ; travail et entraide entre anciens élèves du Liclabaf promotion 1979 à 1984 et leurs sympathisants ; oeuvrer au développement personnel et social de ses membres  ; assurer la promotion du lycée classique de Bafoussam par des actions de solidarité envers les générations d'élèves ; actuelles et futures ; mettre en place des actions de tout genre au bénéfice du Liclabaf au Cameroun et au bénéfice de notre zone de compétence (Europe),22 rue de gentilly 92120 montrouge,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION CLUB TARA EUROPE,not found,not found
W921009071,entraide et aide au développement de la vallée Oli au  Cameroun,7 avenue francis de pressense 92290 chatenay-malabry,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ASSOCIATION DIASPORA NKONDO (A.D.N.),not found,not found
