id,objet,adrs,dept,region,social_object1_libelle,titre,facebook_url,helloasso_url,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,social_object2_libelle,longitude,latitude
W922006631,"concevoir, Organiser et mettre en oeuvre des projets sociaux au Cameroun",20 vill1 du professeure lamartine 94170 perreux-sur-marne,Val-de-Marne,Île-de-France,ACTION SOCIOCULTURELLE,DIASPORA ACTIVE,https://www.facebook.com/diasporaactive/,,20,VILL1,du Pre Lamartine,94170.0,Perreux-sur-Marne,,AUTRES,2.5077111,48.840627
W922006685,"rassembler les personnes originaires du quartier Nsonè à Douala (Cameroun) dans le but de contribuer à l'amélioration des conditions de vie, soutien scolaire, culturel, sanitaire et social de ceux qui y vivent",2 allee de la danse 92000 nanterre,Hauts-de-Seine,Île-de-France,DOMAINES DIVERS/ DOMAINES DE NOMENCLATURE SITADELE À RECLASSER,NSONE FRANCE,,,2,ALL,de la Danse,92000.0,Nanterre,,AUTRES,2.2214024,48.8952026
W922007398,réflexions et initiatives Tunen région banen au Cameroun ; développement et action humanitaire ; promotion de l'image et de l'épanouissement des Africains ; service à la personne,43 rue lehot 92600 asnieres-sur-seine,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,DEVELOPPEMENT SUD,https://www.facebook.com/ongdeveloppementsud/,https://www.helloasso.com/associations/developpement-sud,43,RUE,Lehot,92600.0,Asnières-sur-Seine,,AUTRES,2.2816727,48.9158508
W922007717,"venir en aide aux jeunes mères célibataires situées au Cameroun, ou partout ailleurs en Afrique; leur procurer des équipements et tout moyen matériel ou financier nécessaire à leur développement physique et intellectuel ainsi qu'à celui de leurs enfants; leur donner les moyens de se former, d'acquérir des compétences pour accéder à un emploi professionnel leur permettant de subvenir à leurs besoins; rechercher et rassembler des fonds afin d'atteindre les objectifs sus-cités",13 avenue du ponant 92390 villeneuve-la-garenne,Hauts-de-Seine,Île-de-France,DOMAINES DIVERS/ DOMAINES DE NOMENCLATURE SITADELE À RECLASSER,MUTOBA,,,13,AV,du Ponant,92390.0,Villeneuve-la-Garenne,,AUTRES,2.3292095,48.9434505
W922007887,"de promouvoir la solidarité sous toutes ses formes notamment en développant des activités de prévention, d'information de nos usages et coutumes et d'animations à caractère culturel dans le respect de notre éthique morale et traditionnelle en direction des membres de l'association et de leurs familles ; d'intervenir dans les domaines de la pauvreté, de l'accueil des itinérants, de la santé, toute action qui contribue au bien des individus et des familles, de défendre des intérêts matériels et moraux des familles en écoutant, conseillant et soutenant les familles, proposant aux membres des animations visant à l'apprentissage de nos langues vernaculaires, des valeurs morales et civiques, organisant et soutenant des actions sociales, humanitaires et culturelles, de fédérer toutes les associations ayant une existence légale en France et représentants les 56 (cinquante-six) quartiers du groupement Bangangté dans le département du Ndé, dans la région de l'ouest du Cameroun",103 avenue pablo picasso 92000 nanterre,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION CENTRALE DES BANGANGTE DE FRANCE (A.C.B.F.),,,103,AV,Pablo Picasso,92000.0,Nanterre,,AUTRES,2.2232264,48.8886962
W922008031,"création, consolidation des relations d'amitié, de fraternité, de solidarité et d'entraide entre les notables et élites Bangangté et autres de la diaspora ; la contribution au développement de Bangangté et de son Royaume (village de l'Ouest Cameroun ; la promotion de la culture Banganté et la tradition Bamiléké en France ; la réalisation des projets de développement économique et social et du parrainage de la commune de Bangangté et les communes de France dans un cadre d'échanges",103 avenue pablo picasso 92000 nanterre,Hauts-de-Seine,Île-de-France,DOMAINES DIVERS/ DOMAINES DE NOMENCLATURE SITADELE À RECLASSER,LE HAUT CONSEIL DES NOTABLES BANGANGTE DE FRANCE,,,103,AV,Pablo Picasso,92000.0,Nanterre,,AUTRES,2.2232264,48.8886962
W922008342,participer au développement du village Djeballe qui est situé à Douala (Cameroun),56 quai d'asnieres 92390 villeneuve-la-garenne,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,DJEBALLE Ô FRENCI,,,56,QUAI,d'Asnières,92390.0,Villeneuve-la-Garenne,,AUTRES,2.3359364,48.93564
W922008706,"gérer et promouvoir une école maternelle et primaire située au Cameroun à Yaoundé ; elle peut organiser toute action en France ou à l'étranger pour soutenir, faire connaître, financer et aider au développement du projet",65 rue rouget de lisle 92000 nanterre,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,L'ECOLE BILINGUE : ANGLAIS/FRANCAIS DE YAOUNDE,,,65,RUE,Rouget de Lisle,92000.0,Nanterre,,AUTRES,2.2014689,48.8977011
W922008985,"fédérer toutes les associations ayant une existence légale en France et représentant les treize groupements du département Ndé de la Région Ouest du Cameroun ; créer entre les associations membres et leurs adhérents, des liens de fraternité, de solidarité, de collaboration pour une entraide mutuelle et des échanges aussi bien économiques que culturels",119 avenue pablo picasso 92000 nanterre,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),LA FÉDÉRATION NGO'O NDE,,,119,AV,Pablo Picasso,92000.0,Nanterre,,AUTRES,2.2253859,48.8889914
W922009041,"renforcer l'entraide et la solidarité entre ses membres ; faciliter l'insertion de ses membres ; promouvoir et réaliser les projets économiques, culturels et touristiques entre les pays de la communauté européenne et le Cameroun ; elle est apolitique et laïque",288 avenue d'argenteuil 92600 asnieres-sur-seine,Hauts-de-Seine,Île-de-France,DOMAINES DIVERS/ DOMAINES DE NOMENCLATURE SITADELE À RECLASSER,ASSOCIATION DES ENFANTS DE MEKON D'EUROPE (ADEME),,,288,AV,d'Argenteuil,92600.0,Asnières-sur-Seine,,AUTRES,2.285411,48.9112087
W922009159,participer à des projets de développement au Cameroun et en Côte d'Ivoire,3 rue auguste neveu 92500 rueil-malmaison,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,LES BAMS,,,3,RUE,Auguste Neveu,92500.0,Rueil-Malmaison,,AUTRES,2.1900174,48.8827448
W922009245,"apporter sa contribution à l'édification d'une Afrique prospère en général et du Cameroun en particulier ; aider les populations défavorisées en Afrique ; contribuer à la promotion d'une agriculture moderne ; promouvoir la paix, la santé, l'éducation et la culture africaine",13 rue gabriel peripherique 92110 clichy,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,GENERATION EMERGENTE,https://fr-fr.facebook.com/generationemergente2022/,,13,RUE,Gabriel Péri,92110.0,Clichy,,AUTRES,2.30551,48.9026
W922009247,"en Europe à travers le Groupement Inter-Patronat du Cameroun dénommé GICAM dont le siège se trouve à Douala au Cameroun fédérer les entrepreneurs et autres associations à caractère économique ; promouvoir leurs activités à caractère économique en France, en Europe et en Afrique ; accompagner, conseiller les entrepreneurs et investisseurs dans leurs stratégies de développement en France, en Europe et en Afrique ; établir des partenariats entre les entreprises de France, d'Europe et d'Afrique ; réfléchir aux solutions de développement économique global de l'Afrique ; renforcer les liens et les partenariats entre les organisations patronales africaines et différentes organisations et institutions économiques et financières européennes",40 terrasse de l'iris 92400 courbevoie,Hauts-de-Seine,Île-de-France,CONDUITE D'ACTIVITÉS ÉCONOMIQUES,GICAM EUROPE (GE),https://www.facebook.com/gicamenaction/posts,,40,,Terrasse de l'Iris,92400.0,Courbevoie,,AUTRES,2.248005,48.8891276
W922009467,"de permettre l'entraide, la solidarité et le développement de la briqueterie (Yaoundé - Cameroun)",24 avenida calle audra 92700 colombes,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION CULTURELLE DE LA BRIQUETERIE ACB,,,24,AV,Audra,92700.0,Colombes,,AUTRES,2.2543577,48.922788
W922009497," promouvoir un rassemblement, une assistance morale, une solidarité, entre les membres adhérents de la diaspora Bonapriso et de contribuer au développement socio-économique de la collectivité Bonapriso à Douala (Cameroun)",6 rue des bochoux 92150 suresnes,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,PISO-PISO-O-MBENGE,,,6,RUE,des Bochoux,92150.0,Suresnes,www.piso.piso-bonapriso.fr,AUTRES,2.2222756,48.8809271
W922010440,regrouper les jeunes ressortissants et sympathisants des 8 départements de la région Ouest du Cameroun ; créer une solidarité et entraide entre eux ; participer activement au développement de la dite région,6 rue charles linne 92600 asnieres-sur-seine,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASÔBAS JEUNESSE BAMILÉKÉ ACTIVE,,,6,RUE,Charles Linne,92600.0,Asnières-sur-Seine,,AUTRES,2.2790462,48.9281324
W922010448,"apporter une aide au développement éducatif, culturel, sportif, sanitaire et social aux victimes déplacées du fait des catastrophes et des tragédies émanant de différents conflits au Cameroun ; promouvoir, mobiliser et sensibiliser le public en France et à l'Etranger à travers des actions visant à lutter contre la misère et l'exclusion sociale et ainsi, améliorer les conditions de vie des enfants et des familles défavorisé(e)s et délaissé(e)s ; participer à toutes les initiatives de développement et d'appui à d'autres structures similaires ou apparentées sur le plan national et international",7-9 rue du docteur emile roux 92110 clichy,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION A COR ZE AM CONTRE LA MISERE ET L'EXCLUSION SOCIALE,,,7-9,RUE,du docteur Emile Roux,92110.0,Clichy,,AUTRES,2.3086717,48.8982009
W922010915,rassembler toutes les associations du Département de NDE en France et en Europe ; promouvoir la culture et la tradition du Ndé ; défendre les intérêts des ressortissants des 13 villages du Ndé ; représenter et défendre les associations au niveau national ; entreprendre toutes les démarches utiles à leur implantation ; organiser des manifestations socio-culturelles et économiques ; densifier le développement économique de la Communauté en France et des villages au Cameroun ; répartir des subventions des collectivités ou de l'Etat entre ces Associations,17 allee de l'arlequin 92000 nanterre,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,"FEDERATION NDE DE FRANCE ""F.NDE F.""",,,17,ALL,de l'Arlequin,92000.0,Nanterre,,AUTRES,2.2272798,48.8904333
W922010991,"contribuer au développement éducatif, social, culturel et sanitaire des villages du Cameroun, en se procurant en France et en adressant au Cameroun tout outil pédagogique quel qu'en soit le support (livre, jeu, cassette audio ou vidéo, diapositive, cédérom) ; en donnant ou en finançant les moyens propices à l'utilisation et au bon fonctionnement de ces outils pédagogiques ; en favorisant, en promouvant et en apportant son soutien technique et financer à des projets réalisés par des enfants ou",27 bis rue de freycinet 92600 asnieres-sur-seine,Hauts-de-Seine,Île-de-France,ÉDUCATION  FORMATION,LES ENFANTS DE MADAME ICI,,,27 bis,RUE,de Freycinet,92600.0,Asnières-sur-Seine,,AUTRES,2.280883,48.9271478
W922011295,"créer entre ses membres et tous les ressortissants Yingui au Cameroun des liens d'entraide, d'amitié et de solidarité ; promouvoir et organiser des activités post et périscolaires, des actions sociales, culturelles, sportives, de loisirs et d'animation ; de manière générale, d'aide au développement de la jeunesse Yingui",15 rue de la parfumerie 92600 asnieres-sur-seine,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION INTERNATIONALE DES RESSORTISSANTS YINGUI ET ASSIMILES (AIRYA),,,15,RUE,de la Parfumerie,92600.0,Asnières-sur-Seine,,AUTRES,2.2988845,48.9136357
W922011345,"promotion de la solidarité et de l'entraide entre ses membres ; promotion de l'éducation, la culture, la santé et toute activité de développement au Cameroun ou dans tout autre pays en developpement ;",13 rue du haut de la noue 92390 villeneuve-la-garenne,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,AMICALE POUR LA FRATERNITÉ ET LA SOLIDARITÉ (AFRAS),,,13,RUE,DU HAUT DE LA NOUE,92390.0,Villeneuve-la-Garenne,,AUTRES,2.3264204,48.9349458
W922011381,"promouvoir la participation citoyenne et démocratique des Camerounais de la diaspora et du pays à la conduite de l'action publique au Cameroun en vue d'un développement durable : sensibiliser les Camerounais de la diaspora et du pays sur la nécessité de contribuer au développement en proposant des idées dans tous les domaines ; organiser des événements visant à rassembler les Camerounais de la diaspora et du pays pour débattre des sujets relatifs au développement du Cameroun ; mettre en place et gérer des plateformes électroniques utiles à la collecte d'idées et projets à proposer aux politiques et au gouvernement pour le développement durable du Cameroun ; développer des produits et services éditoriaux ou de conseils liés aux politiques publiques pour le développement durable du Cameroun, proposés à titre gracieux et onéreux afin de contribuer aux frais et charges liés aux activités de l'association",16 rue gilbert rousset 92600 asnieres-sur-seine,Hauts-de-Seine,Île-de-France,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),CAMER VISION,,,16,RUE,Gilbert Rousset,92600.0,Asnières-sur-Seine,,AUTRES,2.2809907,48.9230904
W922011667,"récolter des fonds pour AGAPE, centre de refuge pour enfants dans la rue situé à Douala 1er, Cameroun ;",6 rue du regard 92380 garches,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,EQUINOXE,,,6,RUE,DU REGARD,92380.0,Garches,,AUTRES,2.182568,48.843894
W922012057,promouvoir l'image de l'Afrique et du Cameroun en particulier ; promouvoir l'alphabétisation des enfants au Cameroun ; promouvoir l'éducation des femmes au Cameroun,16 rue ernest deloison 92200 neuilly-sur-seine,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,DAMGO,,,16,RUE,Ernest Deloison,92200.0,Neuilly-sur-Seine,,AUTRES,2.2493696,48.8771315
W922012075,"promouvoir la solidarité, l'entraide, et l'assistance mutuelle et se veut également de participer à la bienfaisance, l'essor et au développement social et culturel de la société par des initiatives en matière de logements, santé, éducation, sécurité alimentaire et protection de l'environnement et autres, au Cameroun, en Afrique et en France",1 rue de l hotel de ville 92400 courbevoie,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SCOP INVEST ASSOCIATION,,,1,RUE,DE L HOTEL DE VILLE,92400.0,Courbevoie,,AUTRES,2.2564203,48.8940817
W922012366,"défendre les victimes des violences atroces au sein de leur famille, notamment en France, en Afrique et particulièrement au Cameroun ; aider gracieusement les victimes dans leurs démarches ; sensibiliser le public et les autorités publiques au fléau que constituent les violences au sein des familles ; promouvoir la fraternité et la non-violence",7 rue jean moulin 92400 courbevoie,Hauts-de-Seine,Île-de-France,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION FRATERNELLE POUR LA NON-VIOLENCE (AFPLN),,,7,RUE,Jean Moulin,92400.0,Courbevoie,,AUTRES,2.2724207,48.9061958
W922012556,"la promotion de la démocratie et de la bonne gouvernance au Cameroun ; la promotion du respect des droits de l'homme, partie essentielle de contentement de l'homme ; la promotion de la participation démocratique, valeur indissociable de la bonne gouvernance et la responsabilité ; la promotion de la paix et la stabilité, des éléments intégrants de l'interaction humaine",79 avenue joliot curie 92000 nanterre,Hauts-de-Seine,Île-de-France,DOMAINES DIVERS/ DOMAINES DE NOMENCLATURE SITADELE À RECLASSER,NOW-FRANCE,,,79,AV,Joliot Curie,92000.0,Nanterre,,AUTRES,2.207159,48.8910398
