id,objet,adrs,dept,region,social_object1_libelle,titre,facebook_url,helloasso_url,adrs_numvoie,adrs_typevoie,adrs_libvoie,adrs_codepostal,adrs_libcommune,siteweb,social_object2_libelle,longitude,latitude
W433002715,"initier, informer, éveiller et entraîner ses membres à la pratique du chant gospel et afro gospel ; mettre en oeuvre tous moyens destinés à permettre d'atteindre cet objectif ; collaborer ou contribuer à tout projet, toute action ayant une relation avec cet objet ; participer à tout organisme, association ou société ou entreprise complémentaire ou annexe au présent objet du moment qu'elle respecte le but non lucratif de l'association ; être un lieu d'échange et de rencontre autour du chant gospel et afro gospel ; en outre, contribuer à soutenir et financer des projets en faveur des enfants défavorisés au Cameroun",50 route du velay 43220 riotord,Haute-Loire,Auvergne-Rhône-Alpes,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,AFRO GOSPEL CONNECTIONS,,,50,RTE,du Velay,43220.0,Riotord,,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),4.3983933,45.2320127
W433006616,"contribuer à l'édification d'une société de liberté, de démocratie et de justice au Cameroun et en Afrique ;
dénoncer et combattre toute forme de dictature, d'aliénation, d'injustice et de discriminations au Cameroun et en Afrique ; promouvoir une société de liberté, de dignité, de justice et de paix ; contribuer à la conscientisation et à l'éducation politique et culturelle des peuples Camerounais et Africains ; proposer des projections et des scénarios sur la base de données fiables sur l'évolution politique, sociale, économique et culturelle du Cameroun et de l'Afrique ; promouvoir la liberté et le droit des peuples d'Afrique à disposer d'eux-mêmes et à choisir librement leurs représentants ; promouvoir la solidarité entre peuples d'Afrique et avec ceux qui s'engagent pour une Afrique libre, digne et solidaire ; promouvoir la fraternité entre Africains et avec le monde dans des conditions d'un strict respect de l'égale dignité des êtres humains ; promouvoir la libre circulation et le libre établissement des Africains en Afrique ; promouvoir les actions visant à l'amélioration des conditions de vie en Afrique ; renforcer les liens et les interactions entre l'Afrique et ses diasporas en vue de l'émergence de société libres et démocratiques ainsi que le mieux- être en Afrique ; promouvoir la libération économique, culturelle  ainsi que  la sécurité des peuples africains",320 rue du mont 43330 saint-ferreol-dauroure,Haute-Loire,Auvergne-Rhône-Alpes,DÉFENSE DE DROITS FONDAMENTAUX/ ACTIVITÉS CIVIQUES,GENERATION 90 (G90),,,320,RUE,du Mont,43330.0,Saint-Ferréol-d'Auroure,,AUTRES,4.2545685,45.3550421
W441006381,"aider les enfants et les femmes en difficultés au Cameroun ; favoriser l'accès aux soins et à l'éducation, permettant à tout enfant d'accéder à l'éducation par la scolarisation (prise en charge totale ou partielle, parrainage, don, etc) ; accompagner et soutenir au développement endogène des groupes sociaux les plus faibles des populations défavorisées ; promouvoir une culture de paix, de solidarité et d'accueil",35 b rue des deportes resistants 44110 chateaubriant,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,RAYON DE SOLEIL ETERNAL,,,35 b,RUE,des Déportés Résistants,44110.0,Châteaubriant,,AUTRES,-1.3707044,47.7267482
W441006624,"vente de produits alimentaires ; proposer des prestations de services telle que de la maçonnerie, jardinage ou bricolage ;
organiser un accueil sportif et organiser du sport nature tel que des sorties VTT, course à pied, natation, vélo ; mettre en place un échange et une ouverture sur le monde avec le Cameroun en restant attaché à la terre nourricière ; organiser des événements et activités diverses en restant humanitaire et écologique ;
promouvoir le zéro déchet, l'agriculture pastorale, la maçonnerie en pierres, les toilettes zéro rejet dans les rivières et zéro papier jeté",8 la grandais 44590 sion-les-mines,Loire-Atlantique,Pays de la Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),FRUIT D'ÂME,,,8,,la Grandais,44590.0,Sion-les-Mines,,ENVIRONNEMENT/  CADRE DE VIE,-1.5752274,47.7122178
W442004214,réunir tous les ressortissants et familles bassas de nantes ;  favoriser l'entraide et la solidarite ; apporter une aide au développement des villages du département du Nyong et Kellé au Cameroun ; assister humanitairement les habitants de ces villages,28 rue eole 44118 la chevroliere,Loire-Atlantique,Pays de la Loire,INTERVENTIONS SOCIALES,ASSOCIATION FAMILIALE DES BASSAS DE NANTES,,,28,RUE,Eole,44118.0,La Chevrolière,,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,-1.6031312,47.0878952
W442004986,aider au développement du village de Tonga Makénéné situé au Cameroun ; agir pour la mise en place d'une filière Cameroun-Europe de produits alimentaires selon les critères du commerce équitable et en faire la promotion,30 chem1 de la guibliniere 44300 nantes,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,MEDUMBA,,,30,CHEM1,de la Guiblinière,44300.0,Nantes,,AUTRES,-1.5541362,47.2186371
W442005869,développement des liens de solidarité entre les membres et entre les Bamilékés ; lutte contre la pauvreté ; entraide entre la France et le Cameroun ; mise en place de partenariats dans les différents domaines socio-économiques,251 route de clisson 44230 saint-sebastien-sur-loire,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SOLIDARITE BAMILEKES LOIRE-ATLANTIQUE (SBL-A),,https://www.helloasso.com/associations/association-solidarite-bamileke-de-loire-atlantique,251,RTE,de Clisson,44230.0,Saint-Sébastien-sur-Loire,,ACTION SOCIOCULTURELLE,-1.5012986,47.1886765
W442008804,"utiliser différentes formules (théâtre, conférences, ateliers, etc,) pour promouvoir la lecture, l'écriture et la parole ; organisation et animation d'ateliers autour de l'écriture, la lecture et la parole ; organisation et animation de lectures publiques ; création des bibliothèques en zone rurale afin de rendre accessible les livres aux populations les plus reculées du Cameroun ; grouper toutes les personnes concientes du rôle capital du livre dans la promotion sociale et coordonner leurs efforts en vue de la réorganisation et du développement des bibliothèques rurales dans les zones rurales du Cameroun en particulier ; participer, dans la mesure de ses moyens, à l'éducation des masses africaines syur l'importance de la lecture et du livre dans le développement de l'Homme ; organiser une publicité permanente en faveur de la lecture publique ; provoquer par des congrès, journées d'études et toutes autres manifestations, la confrontation périodique des expériences des différentes localités, en matière bibliothèques rurale, et des contacts professionnels entre bibliothécaires pour la bonne promotion de la lecture en zone rurale",25 rue pierre landais 44200 nantes,Loire-Atlantique,Pays de la Loire,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,ASSOCIATION POUR LA PROMOTION DES BIBLIOTHEQUES RURALES (ASPROBIR),https://www.facebook.com/asprobir,https://www.helloasso.com/associations/association-pour-la-promotion-des-bibliotheque-rurales,25,RUE,Pierre Landais,44200.0,Nantes,,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,-1.5589806,47.2054817
W442008906,"apporter aide et assistance aux enfants défavorisés d'Afrique et notamment du Cameroun ; faire des propositions en vue de dispenser des cours de langue anglaise aux élèves d'écoles primaires publiques et privées ; promouvoir la culture anglophone à Nantes : faire découvrir les danses, l'art culinaire et le style vestimentaire traditionnels de chez-nous ; être force de proposition pour que les écoles primaires des zones reculées du Cameroun puissent bénéficier de cours de langue française, y compris la distribution de manuels de français ; assurer la fourniture d'équipements médicaux vers les zones oubliées ; envisager de monter et de réaliser entre autre des projets d'adduction d'eau dans certaines zones rurales nécessiteuses",13 rue de douarnenez 44300 nantes,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ANGLOCAM,,,13,RUE,de Douarnenez,44300.0,Nantes,,AUTRES,-1.5775136,47.2653392
W442010071,"récolter des fonds pour l'organisation des évènements socio-culturel et sportive entre la France au Cameroun et rencontre des adhérents pour la pratique du sport en salle (football, volley, basket, etc..)",73 rue agenets 44000 nantes,Loire-Atlantique,Pays de la Loire,SPORTS/ ACTIVITÉS DE PLEIN AIR,DIX-SEPT DE COEUR,,,73,RUE,Agenets,44000.0,Nantes,,AUTRES,-1.5330713,47.2301014
W442010430,"faciliter l'accès aux soins aux personnes démunies, aider au règlement des frais d'hospitalisation, soins dentaires, achat de médicaments, et tout forme d'aide médicale pour lesdites personnes, au Cameroun et en Côte d'Ivoire",10 allee de l'enfance 44300 nantes,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SPT-SANTE,,https://www.helloasso.com/associations/spt-sante,10,ALL,de l'Enfance,44300.0,Nantes,,INTERVENTIONS SOCIALES,-1.5303212,47.2370939
W442012297,"soutenir les populations des zones rurales du Cameroun dans leur lutte contre la misère, les maladies et l'éducation",3 rue julienne david 44100 nantes,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,MAIN DANS LA MAIN-BONAMATEKE (MDMB),https://www.facebook.com/Bonamateke44/,https://www.helloasso.com/associations/main-dans-la-main-bonamateke,3,RUE,Julienne David,44100.0,Nantes,,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),-1.5769468,47.2026129
W442013214,"promouvoir et aider au développement, chaque année, en France, au Cameroun, et en Côte d'Ivoire de micro entreprises, de petites industries rurales, en particulier les manufactures à domicile du secteur informel (Cameroun et Côte d'Ivoire)",5 rue emile pehant 44000 nantes,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,KARGO,,,5,RUE,Emile Pehant,44000.0,Nantes,,AIDE À L'EMPLOI/ DÉVELOPPEMENT LOCAL/ PROMOTION DE SOLIDARITÉS ÉCONOMIQUES/ VIE LOCALE,-1.5460987,47.2134147
W442014060,"promouvoir l'art culinaire africain au travers de recettes traditionnelles venant du Ghana, Cameroun, Congo, Côte d'Ivoire, etc, ; permettre aux personnes les plus défavorisées de découvrir cette cuisine riche en saveur et en couleur en proposant des prix très abordables et notamment la gratuité des repas à destination des personnes sans abris ; réunir différentes personnes de tout horizons culinaires autour d'un bon repas et contribuer à la réinsertion et l'intégration des personnes en difficultés",9 rue de l'hotel de ville 44000 nantes,Loire-Atlantique,Pays de la Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),BEST AFRICAN FOOD,,,9,RUE,de l'Hôtel de ville,44000.0,Nantes,,CLUBS DE LOISIRS/ RELATIONS,-1.5558154,47.2177111
W442016317,"soutenir les initiatives des habitants du village Deido au Cameroun et particulièrement les projets sociaux, culturels et éducatifs",31 rue georges clemenceau 44340 bouguenais,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,DEIDO ICI ET LABAS,,,31,RUE,Georges clemenceau,44340.0,Bouguenais,,AUTRES,-1.5823666,47.1794539
W442016783,"aider les enfants en Afrique Centrale (République Centrafrique, Congo et Cameroun) ; elle vient en aide physiquement, dans la santé, l'éducation",9 rue alexandre fourny 44230 saint-sebastien-sur-loire,Loire-Atlantique,Pays de la Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),CENTRA AFRIKA - THE UP DANCERS CREW 44,,,9,RUE,Alexandre Fourny,44230.0,Saint-Sébastien-sur-Loire,,AUTRES,-1.5110305,47.1947821
W442019979,"aider les écoles, orphelinats, centres  médicaux ; améliorer le quotidien et les conditions de scolarisation des enfants démunies vivant en Afrique centrale (plus précisément au Cameroun) en les approvisionnant d'un minimum de matériel récupéré ; d'où le sigle ""un raccourci vers un sourire de plus"" ; encourager, sensibiliser et initier les jeunes de quartier aux métiers de l'art contemporain (peinture - céramique - performance artistique - danse)",31 rue jacques feyder 44100 nantes,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,KAMDJIE,,,31,RUE,Jacques Feyder,44100.0,Nantes,,AUTRES,-1.5857281,47.2295196
W442023476,"venir en aide aux enfants handicapés du Rwanda et du Cameroun (scolarisation, don, aide matérielle...) ; de donner des cours de danse africaine (bikutsi, makossa...) ; la production de jeunes artistes ; les cours de disc-jockey et l'intégration des jeunes à travers des activités culturelles ; l'organisation des soirées et spectacles, des divertissements, l'exploitation de bar ainsi que la location de salle",2 rue des epinettes 44830 bouaye,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,MELROSE,,,2,RUE,des épinettes,44830.0,Bouaye,,CULTURE/ PRATIQUES D'ACTIVITÉS ARTISTIQUES/ PRATIQUES CULTURELLES,-1.6904658,47.1446419
W442026338,"donner des leçons de pâtisseries aux femmes réfugiées victimes de la crise anglophone dans les régions du Sud-Ouest au Cameroun, afin de favoriser leur autonomisation et indépendance financières",2 rue du port 44470 thouare-sur-loire,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,GOSHEN BAKING SCHOOL,,,2,RUE,du Port,44470.0,Thouaré-sur-Loire,,ÉDUCATION  FORMATION,-1.4398265,47.2650536
W442026379,"association culturelle et humanitaire ; initier, soutenir, accompagner ou animer différents projets humanitaires pour le développement local au Cameroun, notamment dans l'arrondissement de Tonga, dans le département du NDÉ, et ses environs ; promouvoir et valoriser, en France et au Cameroun, certains produits agricoles des terroirs tels que les différentes qualités de riz de Tonga ; favoriser l'accès aux soins des populations par la mise à disposition d'une ambulance d'urgence et la construction éventuelle des cases de santé de proximité pour les premiers soins ; oeuvrer pour des mesures de salubrité dans les établissements scolaires et les lieux publics par la construction des toilettes et l'accès à l'eau potable ; participer en France à différentes actions ou manifestations humanitaires telles que : banque alimentaire, journées de distribution de colis alimentaires aux ayants droit ; organiser des manifestations culturelles ou humanitaires en partenariat avec d'autres institutions",1 bis rue des pavillons 44100 nantes,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,DIASPORA TONGA ET LES ALENTOURS,,,1 bis,RUE,des Pavillons,44100.0,Nantes,,AUTRES,-1.5944756,47.2051934
W442026732,"réunir les africains de l'intérieur et de l'extérieur dans le but d'échanger, de réfléchir dans le but d'améliorer le cadre de vie de nos populations en Afrique et au Cameroun en particulier ; apporter un soutien matériel et financier aux personnes en difficultés",111 mail haroun tazieff 44300 nantes,Loire-Atlantique,Pays de la Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),LES AMIS DE LA RENAISSANCE,,,111,MAIL,Haroun Tazieff,44300.0,Nantes,,AUTRES,-1.5169992,47.2429324
W442026859,rassembler les ressortissants du département du Ndé (au Cameroun) qui vivent à Nantes ; établir un réseau de solidarité entre les ressortissants du Ndé vivant à Nantes ; promouvoir la culture du Ndé ; favoriser les échanges entre les membres de l'association et leur département d'origine ; promouvoir des projets communs entre ses membres,39 rue de beau soleil 44340 bouguenais,Loire-Atlantique,Pays de la Loire,CLUBS DE LOISIRS/ RELATIONS,FAMILLE NDE,,,39,RUE,de Beau Soleil,44340.0,Bouguenais,,AUTRES,-1.6454734,47.1777501
W443004256,"promouvoir l'éducation en Afrique, en particulier au Cameroun et au Sénégal, par la création d'écoles pilotes et solidaires",29 rue de la paix etage des anciennes routes 44600 saint-nazaire,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,LEKOL SOUBA (ECOLE DE DEMAIN),,,29,RUE,de la Paix et des Arts,44600.0,Saint-Nazaire,,ÉDUCATION  FORMATION,-2.2138905,47.2733517
W443005740,"d'apporter un soutien matériel et logistique aux habitants du village de MAPAMTON et des ses environs, situé au CAMEROUN",23 bis hessin 44160 sainte-anne-sur-brivet,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,MAPAMTON,https://www.facebook.com/asso.mapamton/,,23 BIS,,Hessin,44160.0,Sainte-Anne-sur-Brivet,,AUTRES,-2.0068395,47.4671401
W444000419,"contribution, participation et promotion d'actions visant au développement éducatif, culturel et socio-économique du Cameroun, et éventuellement d'autres pays africains en utilisant les échanges internationaux avec des structures française, comme leviers ;",75 lieu-dit le moulin de la tessaudiere 44521 couffe,Loire-Atlantique,Pays de la Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ESPOIR AFRIQUE,https://www.facebook.com/assoespoirafrique/,https://www.helloasso.com/associations/espoir-afrique,75,LD,Le Moulin de la Tessaudière,44521.0,Couffé,,SPORTS/ ACTIVITÉS DE PLEIN AIR,-1.2932184,47.3909352
W451001085,"aider les enfants handicapés du Cameroun et d'Afrique en général, en récoltant des dons de toute nature, afin de les leur redistribuer. L'objectif est d'améliorer les conditions de vie de ces enfants handicapés. Cela passe par des aides à la scolarisation, des suivis médicaux, des jeux, la sensibilisation à la question du handicap, des organismes concernés, etc.L'association ENFHANDI se donne pour mission principale de démarcher d'éventuels donateurs en France et partout où cela lui sera possible, et d'assurer le transfert des dons ainsi récoltés, jusqu'aux enfants malades",300 avenue du president roosevelt 45220 chateau-renard,Loiret,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ENFHANDI,,,300,AV,du Président Roosevelt,45220.0,Château-Renard,,AUTRES,2.9269871,47.9274254
W451001592,"militer er agir pour le développement de l'éducation, de la culture et de l'expression artistique en soutenant et réalisant toutes les formes d'expression artistique, en soutenant et en réalisant, produisant et exploitant toutes les formes d'expression artistique sur tous les supports techniques disponibles ou dans le cadre d'évènements; promouvoir le développement des conditions de vie par la prise en charge des habitants eux -mêmes dans le quartier de la Briquetterie, et au village de MVONG NDI, dans un premier temps, puis par extension, dans toute localité du Cameroun",9 boulevard belles manieres 45200 montargis,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,MVOG NDI,,,9,BD,Belles Manières,45200.0,Montargis,,AUTRES,2.7340031,47.9947051
W451008426,"concourir à la libération du Professeur Maurice KAMTO actuellement incarcéré à la prison centrale de Nkondengui au Cameroun pour des raisons politiques ; KOR s'engage à promouvoir un Cameroun indépendant, équitable et libre ; KOR s'engage à uvrer à la protection des personnes vulnérables (femmes, enfants, personnes handicapées)",92 rue gambetta 45120 chalette-sur-loing,Loiret,Centre-Val de Loire,ACTIVITÉS POLITIQUES,KAMTO OU RIEN (K.O.R.),https://www.facebook.com/groups/618078768714383/,,92,RUE,Gambetta,45120.0,Châlette-sur-Loing,,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,2.7313057,48.0134153
W452000291,CONTRIBUER AU DEVELOPPEMENT CULTUREL ET ECONOMIQUE DES VILLAGES DU CAMEROUN,6 bis rue alain fournier 45100 orleans la source,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION POUR LE DEVELOPPEMENT DU COMMERCE EQUITABLE : S'ADRESSANT A LA COHESION ET LA SOLIDARITE DES VILLAGES (A.D.C.S.V.),,,6 bis,RUE,Alain Fournier,45100.0,Orléans La Source,,AUTRES,1.9346004,47.8395465
W452000375,PROMOUVOIR LES ACTIVITES SOCIO CULTURELLES SPORTIVES ET DE LOISIR EN FRANCE ET AU CAMEROUN. ENSEIGNER FORMATION ET APPRENTISSAGE AU CAMEROUN. FIXER LES JEUNES AU CAMEROUN POUR PRATIQUER UNE ACTIVITE CULTURELLE OU SPORTIVE TOUT EN ETUDIANT,45000 orleans,Loiret,Centre-Val de Loire,SPORTS/ ACTIVITÉS DE PLEIN AIR,FORM-ACTION,,,,,,45000.0,Orléans,,AUTRES,1.9086066,47.9027336
W452006000,"réaliser des actions humanitaires de tout type dans le domaine de la santé, en Afrique en général, au Cameroun en particulier; au titre d'actions, il peut être cité comme exemples : la dispense de soins; la distribution de médicaments et du matériel médical; la construction, rénovation et aménagement des centres de santé; l'éducation sanitaire, la formation et le perfectionnement du personnel médical, etc.; aux fins de réalisation du dit objet, l'association fera appel au personnel de la santé, des travaux publics, du bâtiment, des transports, de l'eau et aux juristes",25 rue du faubourg saint jean 45000 orleans,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,SANTE AFRIQUE PERFORMANCE,,https://www.helloasso.com/associations/sante-afrique-performance,25,RUE,du Faubourg Saint Jean,45000.0,Orléans,,AUTRES,1.8915502,47.9054434
W452006341,"mobiliser les moyens matériels et financiers en vue de subvenir aux besoins multiformes des orphelins, des enfants abandonnés, des veuves et des mères célibataires au Cameroun",5 rue de bellevue 45800 saint-jean-de-braye,Loiret,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),SUR LE MONT DES OLIVIERS,https://www.facebook.com/surlemontdesoliv,,5,RUE,de Bellevue,45800.0,Saint-Jean-de-Braye,,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),1.9758241,47.9040938
W452011671,venir en aide aux enfants du Cameroun dont les parents sont morts du sida ; organiser des séances de travail et diffuser des informations sur les effets de la maladie du sida ; organiser des manifestations culturelles visant à promouvoir des échanges d'opinions entre les communautés appelées à se rencontrer,6 rue sidney bechet 45000 orleans,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,ASSOCIATION SOLIDARITE OBLIGE,,,6,RUE,Sidney Béchet,45000.0,Orléans,,AUTRES,1.9268723,47.9134498
W452011709,"réunir les joueurs et joueuses de basketball issus des clubs de l'agglomération orléanaise lors de tournois et matchs de gala au début de chaque été ; mettre en place des actions de type humanitaire tendant à promouvoir, à développer la pratique du sport, en particulier le basketball, chez les jeunes dans les différentes provinces du Cameroun ; réunir les personnes désireuses de construire ensemble les pôles de développement sportif, culturel et éducatif durables",59 rue des armenault 45800 saint-jean-de-braye,Loiret,Centre-Val de Loire,SPORTS/ ACTIVITÉS DE PLEIN AIR,ASSOCIATION MAHOLA,https://www.facebook.com/mahola.aid/,,59,RUE,des Armenault,45800.0,Saint-Jean-de-Braye,,AUTRES,1.9586508,47.9057019
W452012294,"venir en aide aux malades, aux orphelins, aux seniors et aux enfants déshérités, sa mission première étant de donner de la nourriture, des vêtements, des fournitures mais surtout d'offrir une éducation et une formation professionnelle afin de préparer les orphelins à une vie d'adulte responsable et autonome ; soutenir les parents qui sont dans le besoin ; aider et soutenir les enfants qui rencontrent des difficultés au sein de leurs familles ; soutenir les personnes âgées très souvent abandonnées dans nos campements ; construire un centre d'accueil pour personnes âgées et pours jeunes enfants ; lutter contre la malnutrition ; promouvoir la recherche et l'information autour des maladies rares, du cancer et d'Alzheimer ; organiser des conférences, congrès autour des recherches et avancées scientifiques pour combattre ces maladies ; vente de produits non règlementés ; développer et promouvoir les activités logistiques, sociales, culturelles, artistiques, éducatives, sportives, culinaires et touristiques et civique au Cameroun",463 rue du faubourg bannier 45000 orleans,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,DIVINA,,,463,RUE,du Faubourg Bannier,45000.0,Orléans,,AUTRES,1.9013191,47.9078292
W452012303,"soutien moral, matériel et financier des lions indomptables du Cameroun; il s'agit des Lions Indomptables dans toutes les disciplines sportives",7 rue grande rue du port 45110 chateauneuf-sur-loire,Loiret,Centre-Val de Loire,SPORTS/ ACTIVITÉS DE PLEIN AIR,COSSLIC FRANCE,,,7,RUE,grande rue du port,45110.0,Châteauneuf-sur-Loire,,AUTRES,2.2283459,47.8642836
W452012780,"participer à des initiatives sportives, sociales et culturelles au Cameroun",108 rue henri ferchaud 45770 saran,Loiret,Centre-Val de Loire,AMICALES/ GROUPEMENTS AFFINITAIRES/ GROUPEMENTS D'ENTRAIDE (HORS DÉFENSE DE DROITS FONDAMENTAUX),ENSEMBLE À YAOUNDÉ,,,108,RUE,Henri Ferchaud,45770.0,Saran,,AUTRES,1.8910289,47.9303103
W452013175,"promouvoir les dons pour l'aide à la fourniture de matériel de santé pour les enfants du Cameroun, du Mali et du Niger",243 rue du pont lazin 45160 olivet,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,DROIT AU MINIMUM SOCIAL 45,,,243,RUE,du Pont Lazin,45160.0,Olivet,,AUTRES,1.9031241,47.8736433
W452013238,"récolter des dons financiers et matériels (vêtements, fournitures scolaires, jouet, etc), financer l'achat de matériels éducatifs (ordinateurs, logiciel, etc) en faveur des écoles du Cameroun dans le but de favoriser le développement des établissements scolaires et le système éducatif pour chaque enfant puisse accéder à l'éducation",361 avenue victor hugo 45160 olivet,Loiret,Centre-Val de Loire,ASSOCIATIONS CARITATIVES/ HUMANITAIRES/ AIDE AU DÉVELOPPEMENT/ DÉVELOPPEMENT DU BÉNÉVOLAT,LES AILES DE L'ESPOIR,,,361,AV,Victor Hugo,45160.0,Olivet,,AUTRES,1.9062821,47.8582969
W452013959,venir en aide à la population vivant au Cameroun et de les sensibiliser sur les conditions dramatiques de voyager dans des convois non conforme,52 route d'orleans 45380 chapelle-saint-mesmin,Loiret,Centre-Val de Loire,INTERVENTIONS SOCIALES,ASSOCIATION D'AIDE AU SANS VISAS  ( A.D.S.V ),,,52,RTE,d'Orléans,45380.0,Chapelle-Saint-Mesmin,,AUTRES,1.8516808,47.8941958
